Date,Book,Away Moneyline,Home Moneyline,Away Pointspread points,Away Pointspread odds,Home Pointspread points,Home Pointspread odds,Total points,Over odds,Under odds,Implied Probability,Juice,Time to close,Moneyline,Spread,Total
Mon Oct 01 2018 13:43:33 GMT+0000 (UTC),DeltaBook,,,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 14:43:33 GMT+0000 (UTC),DeltaBook,140,-161,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 15:43:35 GMT+0000 (UTC),DeltaBook,140,-161,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 16:43:34 GMT+0000 (UTC),DeltaBook,140,-161,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 17:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 18:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 19:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 20:43:35 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 21:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 22:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,44.5,-111,-111,,,,,,
Mon Oct 01 2018 23:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,44.5,-111,-111,,,,,,
Tue Oct 02 2018 00:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,44.5,-111,-111,,,,,,
Tue Oct 02 2018 01:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,44.5,-111,-111,,,,,,
Tue Oct 02 2018 02:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,44.5,-111,-111,,,,,,
Tue Oct 02 2018 03:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,44.5,-111,-111,,,,,,
Tue Oct 02 2018 04:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,44.5,-111,-111,,,,,,
Tue Oct 02 2018 05:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,44.5,-111,-111,,,,,,
Tue Oct 02 2018 06:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,44.5,-111,-111,,,,,,
Tue Oct 02 2018 07:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,44.5,-111,-111,,,,,,
Tue Oct 02 2018 08:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Tue Oct 02 2018 09:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Tue Oct 02 2018 10:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Tue Oct 02 2018 11:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Tue Oct 02 2018 12:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Tue Oct 02 2018 13:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Tue Oct 02 2018 14:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Tue Oct 02 2018 15:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Tue Oct 02 2018 16:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Tue Oct 02 2018 17:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Tue Oct 02 2018 18:43:36 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Tue Oct 02 2018 19:43:36 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Tue Oct 02 2018 20:43:35 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Tue Oct 02 2018 21:43:34 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Tue Oct 02 2018 22:43:00 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Tue Oct 02 2018 22:46:48 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Tue Oct 02 2018 23:46:49 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Wed Oct 03 2018 00:46:48 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Wed Oct 03 2018 01:46:42 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Wed Oct 03 2018 02:46:42 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Wed Oct 03 2018 03:46:45 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Wed Oct 03 2018 04:46:41 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Wed Oct 03 2018 05:46:46 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,44.5,-111,-111,,,,,,
Wed Oct 03 2018 06:46:41 GMT+0000 (UTC),DeltaBook,150,-172,3,110,-3,-132,44.5,-111,-111,,,,,,
Wed Oct 03 2018 07:46:46 GMT+0000 (UTC),DeltaBook,150,-172,3,110,-3,-132,44.5,-111,-111,,,,,,
Wed Oct 03 2018 08:46:41 GMT+0000 (UTC),DeltaBook,150,-172,3,105,-3,-125,44.5,-111,-111,,,,,,
Wed Oct 03 2018 09:46:46 GMT+0000 (UTC),DeltaBook,150,-172,3,105,-3,-125,44.5,-111,-111,,,,,,
Wed Oct 03 2018 10:46:50 GMT+0000 (UTC),DeltaBook,150,-172,3,105,-3,-125,44.5,-111,-111,,,,,,
Wed Oct 03 2018 11:46:41 GMT+0000 (UTC),DeltaBook,150,-172,3,105,-3,-125,44.5,-111,-111,,,,,,
Wed Oct 03 2018 12:46:47 GMT+0000 (UTC),DeltaBook,150,-172,3,105,-3,-125,44.5,-111,-111,,,,,,
Wed Oct 03 2018 13:46:48 GMT+0000 (UTC),DeltaBook,150,-172,3,105,-3,-125,44.5,-111,-111,,,,,,
Wed Oct 03 2018 14:46:45 GMT+0000 (UTC),DeltaBook,150,-172,3,105,-3,-125,44.5,-111,-111,,,,,,
Wed Oct 03 2018 15:46:55 GMT+0000 (UTC),DeltaBook,150,-172,3,105,-3,-125,44.5,-111,-111,,,,,,
Wed Oct 03 2018 16:46:45 GMT+0000 (UTC),DeltaBook,150,-172,3,105,-3,-125,44.5,-111,-111,,,,,,
Wed Oct 03 2018 17:46:42 GMT+0000 (UTC),DeltaBook,150,-172,3,105,-3,-125,44.5,-111,-111,,,,,,
Wed Oct 03 2018 18:46:47 GMT+0000 (UTC),DeltaBook,150,-172,3,105,-3,-125,45,-111,-111,,,,,,
Wed Oct 03 2018 19:46:48 GMT+0000 (UTC),DeltaBook,150,-172,3,105,-3,-125,45,-111,-111,,,,,,
Wed Oct 03 2018 20:31:47 GMT+0000 (UTC),DeltaBook,150,-172,3,105,-3,-125,45,-111,-111,,,,,,
Wed Oct 03 2018 21:31:46 GMT+0000 (UTC),DeltaBook,150,-172,3,105,-3,-125,45,-111,-111,,,,,,
Wed Oct 03 2018 22:31:47 GMT+0000 (UTC),DeltaBook,155,-175,3,105,-3,-125,45,-111,-111,,,,,,
Wed Oct 03 2018 23:31:41 GMT+0000 (UTC),DeltaBook,155,-175,3,105,-3,-125,45,-111,-111,,,,,,
Thu Oct 04 2018 00:31:47 GMT+0000 (UTC),DeltaBook,155,-175,3,105,-3,-125,45,-111,-111,,,,,,
Thu Oct 04 2018 01:31:46 GMT+0000 (UTC),DeltaBook,155,-175,3,105,-3,-125,45,-111,-111,,,,,,
Thu Oct 04 2018 02:31:45 GMT+0000 (UTC),DeltaBook,150,-172,3,-105,-3,-116,45,-111,-111,,,,,,
Thu Oct 04 2018 03:31:44 GMT+0000 (UTC),DeltaBook,150,-172,3,-105,-3,-116,45,-111,-111,,,,,,
Thu Oct 04 2018 04:31:42 GMT+0000 (UTC),DeltaBook,150,-172,3,-105,-3,-116,45,-111,-111,,,,,,
Thu Oct 04 2018 05:31:47 GMT+0000 (UTC),DeltaBook,150,-172,3,-105,-3,-116,45,-111,-111,,,,,,
Thu Oct 04 2018 06:31:44 GMT+0000 (UTC),DeltaBook,150,-172,3,-105,-3,-116,45,-111,-111,,,,,,
Thu Oct 04 2018 07:31:45 GMT+0000 (UTC),DeltaBook,150,-172,3,-105,-3,-116,45,-111,-111,,,,,,
Thu Oct 04 2018 08:31:44 GMT+0000 (UTC),DeltaBook,150,-172,3,-105,-3,-116,45,-111,-111,,,,,,
Thu Oct 04 2018 09:31:43 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,45,-111,-111,,,,,,
Thu Oct 04 2018 10:31:41 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,45,-111,-111,,,,,,
Thu Oct 04 2018 11:31:50 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,45,-111,-111,,,,,,
Thu Oct 04 2018 12:31:43 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,45,-111,-111,,,,,,
Thu Oct 04 2018 13:31:43 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,45,-111,-111,,,,,,
Thu Oct 04 2018 14:31:43 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,45,-111,-111,,,,,,
Thu Oct 04 2018 15:31:48 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,45.5,-111,-111,,,,,,
Thu Oct 04 2018 16:31:44 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,45.5,-111,-111,,,,,,
Thu Oct 04 2018 17:31:46 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,46.5,-111,-111,,,,,,
Thu Oct 04 2018 18:31:47 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,46.5,-111,-111,,,,,,
Thu Oct 04 2018 19:31:44 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,46.5,-111,-111,,,,,,
Thu Oct 04 2018 20:31:43 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,46,-111,-111,,,,,,
Thu Oct 04 2018 21:31:48 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46,-111,-111,,,,,,
Thu Oct 04 2018 22:31:43 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46,-111,-111,,,,,,
Thu Oct 04 2018 23:31:45 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46,-111,-111,,,,,,
Fri Oct 05 2018 00:31:38 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 01:31:41 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 02:31:42 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 03:31:50 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 04:31:41 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 05:31:41 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 06:31:42 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 07:31:41 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 08:31:44 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 09:31:43 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 10:31:43 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 11:31:40 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 12:31:44 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 13:31:40 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 14:31:38 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 15:31:38 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 16:31:44 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 17:31:46 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 18:31:38 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 19:31:44 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 20:31:38 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 21:31:44 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 22:31:42 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Fri Oct 05 2018 23:31:49 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sat Oct 06 2018 00:31:41 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sat Oct 06 2018 01:31:43 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sat Oct 06 2018 02:31:45 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sat Oct 06 2018 03:31:41 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sat Oct 06 2018 04:31:42 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sat Oct 06 2018 05:31:38 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sat Oct 06 2018 06:31:42 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sat Oct 06 2018 07:31:44 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sat Oct 06 2018 08:31:49 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sat Oct 06 2018 09:31:43 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sat Oct 06 2018 10:31:41 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sat Oct 06 2018 11:31:43 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sat Oct 06 2018 12:31:46 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sat Oct 06 2018 13:31:49 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sat Oct 06 2018 14:31:43 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sat Oct 06 2018 15:31:47 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sat Oct 06 2018 16:31:45 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sat Oct 06 2018 17:31:48 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,46.5,-111,-111,,,,,,
Sat Oct 06 2018 18:31:43 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,46.5,-111,-111,,,,,,
Sat Oct 06 2018 19:31:39 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,46.5,-111,-111,,,,,,
Sat Oct 06 2018 20:31:37 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,46.5,-111,-111,,,,,,
Sat Oct 06 2018 21:31:36 GMT+0000 (UTC),DeltaBook,145,-167,3,-105,-3,-116,46.5,-111,-111,,,,,,
Sat Oct 06 2018 22:31:37 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sat Oct 06 2018 23:31:36 GMT+0000 (UTC),DeltaBook,145,-167,3,100,-3,-120,46.5,-111,-111,,,,,,
Sun Oct 07 2018 00:31:35 GMT+0000 (UTC),DeltaBook,150,-172,3,100,-3,-120,47,-111,-111,,,,,,
Sun Oct 07 2018 01:31:35 GMT+0000 (UTC),DeltaBook,150,-172,3,100,-3,-120,47,-111,-111,,,,,,
Sun Oct 07 2018 02:31:34 GMT+0000 (UTC),DeltaBook,150,-172,3,100,-3,-120,47,-111,-111,,,,,,
Sun Oct 07 2018 03:31:35 GMT+0000 (UTC),DeltaBook,150,-172,3,100,-3,-120,47,-111,-111,,,,,,
Sun Oct 07 2018 04:31:35 GMT+0000 (UTC),DeltaBook,150,-172,3,100,-3,-120,47,-111,-111,,,,,,
Sun Oct 07 2018 05:31:35 GMT+0000 (UTC),DeltaBook,150,-172,3,100,-3,-120,47,-111,-111,,,,,,
Sun Oct 07 2018 06:31:34 GMT+0000 (UTC),DeltaBook,150,-172,3,100,-3,-120,47,-111,-111,,,,,,
Sun Oct 07 2018 07:31:34 GMT+0000 (UTC),DeltaBook,150,-172,3,100,-3,-120,47,-111,-111,,,,,,
Sun Oct 07 2018 08:31:34 GMT+0000 (UTC),DeltaBook,150,-172,3,110,-3,-132,47,-111,-111,,,,,,
Sun Oct 07 2018 09:31:35 GMT+0000 (UTC),DeltaBook,150,-172,3,110,-3,-132,47,-111,-111,,,,,,
Sun Oct 07 2018 10:31:35 GMT+0000 (UTC),DeltaBook,150,-172,3,110,-3,-132,47,-111,-111,,,,,,
Sun Oct 07 2018 11:31:35 GMT+0000 (UTC),DeltaBook,150,-172,3,110,-3,-132,47,-111,-111,,,,,,
Sun Oct 07 2018 12:31:35 GMT+0000 (UTC),DeltaBook,150,-172,3,110,-3,-132,47,-111,-111,,,,,,
Sun Oct 07 2018 13:31:36 GMT+0000 (UTC),DeltaBook,150,-172,3,105,-3,-125,47,-111,-111,,,,,,
Sun Oct 07 2018 14:31:35 GMT+0000 (UTC),DeltaBook,150,-172,3,105,-3,-125,47,-111,-111,,,,,,
Sun Oct 07 2018 15:31:35 GMT+0000 (UTC),DeltaBook,150,-172,3,105,-3,-125,47.5,-111,-111,,,,,,
Sun Oct 07 2018 16:31:35 GMT+0000 (UTC),DeltaBook,160,-182,3.5,-111,-3.5,-111,48,-105,-116,,,,,,
Sun Oct 07 2018 17:31:32 GMT+0000 (UTC),DeltaBook,160,-182,3.5,-111,-3.5,-111,48,-105,-116,,,,,,
Sun Oct 07 2018 18:31:32 GMT+0000 (UTC),DeltaBook,160,-182,3.5,-111,-3.5,-111,48,-111,-111,,,,,,
Sun Oct 07 2018 19:31:33 GMT+0000 (UTC),DeltaBook,165,-185,3.5,-111,-3.5,-111,48,-111,-111,,,,,,
Sun Sep 30 2018 17:43:33 GMT+0000 (UTC),BravoBook,,,EV,,EV,,0,,,,,,,,
Sun Sep 30 2018 18:43:37 GMT+0000 (UTC),BravoBook,,,EV,,EV,,0,,,,,,,,
Sun Sep 30 2018 19:43:32 GMT+0000 (UTC),BravoBook,,,EV,,EV,,0,,,,,,,,
Sun Sep 30 2018 20:43:37 GMT+0000 (UTC),BravoBook,,,EV,,EV,,0,,,,,,,,
Sun Sep 30 2018 21:43:32 GMT+0000 (UTC),BravoBook,,,EV,,EV,,0,,,,,,,,
Sun Sep 30 2018 22:43:33 GMT+0000 (UTC),BravoBook,,,EV,,EV,,0,,,,,,,,
Sun Sep 30 2018 23:43:33 GMT+0000 (UTC),BravoBook,,,EV,,EV,,0,,,,,,,,
Mon Oct 01 2018 00:43:32 GMT+0000 (UTC),BravoBook,,,3,-105,-3,-115,44.5,-110,-110,,,,,,
Mon Oct 01 2018 01:43:33 GMT+0000 (UTC),BravoBook,,,3,-105,-3,-115,44.5,-110,-110,,,,,,
Mon Oct 01 2018 02:43:33 GMT+0000 (UTC),BravoBook,,,3,-105,-3,-115,44.5,-110,-110,,,,,,
Mon Oct 01 2018 03:43:32 GMT+0000 (UTC),BravoBook,,,3,-105,-3,-115,44.5,-110,-110,,,,,,
Mon Oct 01 2018 04:43:32 GMT+0000 (UTC),BravoBook,,,3,-105,-3,-115,44.5,-110,-110,,,,,,
Mon Oct 01 2018 05:43:33 GMT+0000 (UTC),BravoBook,,,3,-105,-3,-115,44.5,-110,-110,,,,,,
Mon Oct 01 2018 06:43:32 GMT+0000 (UTC),BravoBook,,,3,-105,-3,-115,44.5,-110,-110,,,,,,
Mon Oct 01 2018 07:43:33 GMT+0000 (UTC),BravoBook,,,3,-105,-3,-115,44.5,-110,-110,,,,,,
Mon Oct 01 2018 08:43:33 GMT+0000 (UTC),BravoBook,,,3,-105,-3,-115,44.5,-110,-110,,,,,,
Mon Oct 01 2018 09:43:32 GMT+0000 (UTC),BravoBook,,,3,-105,-3,-115,44.5,-110,-110,,,,,,
Mon Oct 01 2018 10:43:34 GMT+0000 (UTC),BravoBook,,,3,-105,-3,-115,44.5,-110,-110,,,,,,
Mon Oct 01 2018 11:43:32 GMT+0000 (UTC),BravoBook,,,3,-105,-3,-115,44.5,-110,-110,,,,,,
Mon Oct 01 2018 12:43:32 GMT+0000 (UTC),BravoBook,,,3,-105,-3,-115,44.5,-110,-110,,,,,,
Mon Oct 01 2018 13:43:32 GMT+0000 (UTC),BravoBook,,,3,-105,-3,-115,44.5,-110,-110,,,,,,
Mon Oct 01 2018 14:43:32 GMT+0000 (UTC),BravoBook,,,3,-105,-3,-115,44.5,-110,-110,,,,,,
Mon Oct 01 2018 15:43:35 GMT+0000 (UTC),BravoBook,,,3,-105,-3,-115,44.5,-110,-110,,,,,,
Mon Oct 01 2018 16:43:33 GMT+0000 (UTC),BravoBook,,,3,100,-3,-120,44.5,-110,-110,,,,,,
Mon Oct 01 2018 17:43:32 GMT+0000 (UTC),BravoBook,,,3,100,-3,-120,44.5,-110,-110,,,,,,
Mon Oct 01 2018 18:43:33 GMT+0000 (UTC),BravoBook,,,3,100,-3,-120,44.5,-110,-110,,,,,,
Mon Oct 01 2018 19:43:32 GMT+0000 (UTC),BravoBook,148,-170,3,100,-3,-120,44.5,-110,-110,,,,,,
Mon Oct 01 2018 20:43:33 GMT+0000 (UTC),BravoBook,148,-170,3,100,-3,-120,44.5,-110,-110,,,,,,
Mon Oct 01 2018 21:43:33 GMT+0000 (UTC),BravoBook,148,-170,3,100,-3,-120,44.5,-110,-110,,,,,,
Mon Oct 01 2018 22:43:33 GMT+0000 (UTC),BravoBook,148,-170,3,100,-3,-120,44.5,-110,-110,,,,,,
Mon Oct 01 2018 23:43:33 GMT+0000 (UTC),BravoBook,148,-170,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 00:43:33 GMT+0000 (UTC),BravoBook,148,-170,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 01:43:33 GMT+0000 (UTC),BravoBook,148,-170,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 02:43:33 GMT+0000 (UTC),BravoBook,148,-170,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 03:43:33 GMT+0000 (UTC),BravoBook,148,-170,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 04:43:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 05:43:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 06:43:34 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 07:43:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 08:43:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 09:43:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 10:43:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 11:43:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 12:43:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 13:43:34 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 14:43:34 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 15:43:34 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 16:43:34 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 17:43:34 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 18:43:36 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 19:43:34 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 20:43:34 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 21:43:34 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 22:42:53 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
Tue Oct 02 2018 22:46:37 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,44.5,-110,-110,,,,,,
